560114,1,Ocean Village (company), Ocean Village was a British-American owned cruise line based in Southampton Hampshire UK. Designed to offer an alternative cruise experience Ocean Village was founded by P&O Princess Cruises which later merged with Carnival Corporation to form Carnival Corporation & plc. Ocean Village operated from 2003 until 2010 when the brand was discontinued with the cruise ship Ocean Village transferring to P&O Cruises Australia. Ocean Village became part of P&O Cruises Australia.
560115,1,Caja de Ahorros del Mediterráneo, Caja de Ahorros del Mediterráneo (CAM; Mediterranean Savings Bank) was a Spanish savings bank in Alicante Valencia. The savings bank failed with the burst of the property bubble on Spain's Mediterranean coast. In the first nine months of 2011 it had lost €1.7bn and the bad loans ratio has reached 20.8 per cent. In December 2011 it was sold to Banco Sabadell for one euro.
560116,1,Transurban, Transurban manages and develops urban toll road networks in Australia and North America. It is a Top 50 company on the Australian Securities Exchange (ASX) and has been in business since 1996.In Australia Transurban has a stake in five of Sydney's nine motorways and in Melbourne it is the full owner of CityLink which connects three of the city's major freeways. In the USA Transurban has ownership interests in the 495 Express Lanes on a section of the Capital Beltway around Washington DC.
560117,1,Air Siam, Air Siam was an airline based in Thailand which operated from 1965 until 1976.
560118,1,YugoRosGaz, YugoRosGaz a.d. is a Gazprom subsidiary in Serbia. Yugorosgaz is owned by Gazprom (50%) Srbijagas (25%) and Central ME Energy & Gas AG (25%) a member of the Centrex Group. Srbijagas has an option to purchase up to 49% of the company.In 2008 investigations by MPs from the League of Social Democrats of Vojvodina (LSV) and the Liberal Democratic Party (LDP) revealed that the state-operated Srbijagas natural gas utility had made damaging contracts with Gazprom.
560119,1,Nolo.com, Nolo formerly known as Nolo Press is a publisher in Berkeley California that produces do-it-yourself legal books and software that reduce the need for people to hire lawyers for simple legal matters such as making wills or writing business partnership contracts.
560120,1,Sam Ash, Sam Ash Music Corp. was founded in 1924 and is the largest family owned chain of musical instrument stores in the United States. Sam Ash sells musical instruments recording equipment DJ and lighting equipment and professional sound equipment.The Company record shows annual revenue is $1b to $5b & estimated employee size 100 - 499.
560121,1,Greycaps India, Greycaps India Private Limited is an on-stage quizzing and knowledge service provider company based in Bangalore India. It was founded by Giri Balasubramanium in 1999 and is currently the second largest of its kind in the country. It has organized shows in Sri Lanka Oman Bangladesh Singapore Malaysia United Kingdom and the United States.
560122,1,Government Aircraft Factories, Government Aircraft Factories (GAF) was the name of an aircraft manufacturer owned by the Government of Australia based at Fishermans Bend a suburb of Melbourne in Victoria. It had its origins in the lead-up to World War II during which it was known as the Department of Aircraft Production (DAP). In 1987 GAF was reorganised and renamed as Aerospace Technologies of Australia (ASTA) then privatised. ASTA subsequently formed the nucleus of Boeing Australia.
560123,1,Agami Systems, Agámi Systems Inc. was a network storage company headquartered in Sunnyvale California.
560124,1,American Society of Plant Taxonomists, The American Society of Plant Taxonomists (ASPT) is a botanical organization formed in 1935 to foster encourage and promote education and research in the field of plant taxonomy to include those areas and fields of study that contribute to and bear upon taxonomy and herbaria according to its bylaws.[1] It is incorporated in the state of Wyoming and its office is at the University of Wyoming Department of Botany.The ASPT publishes a quarterly botanical journal Systematic Botany and the irregular series Systematic Botany Monographs.
560125,1,Charter Arms, Charter Arms Co. is an American manufacturer of revolvers. The original Charter Arms produced revolvers chambered in calibers .22 Long Rifle .22 Winchester Magnum .32 Long .32 H&R Magnum .327 Federal Magnum .357 Magnum .38 Special and .44 Special. The most famous revolvers manufactured by Charter Arms are the .44 Special Bulldog and .38 Special Bulldog Pug.
560126,1,Central Union of Agricultural Cooperatives, The Central Union of Agricultural Co-operatives (全国農業協同組合中央会 Zenkoku Nōgyō-kyōdō-kumiai Chuōkai) in short JA-Zenchu (JA全中) is an independent administrative Japanese body within the Japan Agriculture (JA) Group which determines policy and administrates the group. Its legal status was originally a Recognised Corporate Body under the control of the Ministry of Agriculture Forestry and Fisheries (MAFF) but since 2002 has become a Special Civilian Corporate Body.
560127,1,United Site Services, United Site Services is a rental and service company providing portable sanitation temporary fence and other services in the United States. It is headquartered in Westborough Massachusetts. The company’s customer base includes the construction industry private and commercial events businesses and local state and federal governments.
560128,1,Horizon Services, Horizon Services Inc. (HSI) is a nonprofit social service organization providing alcohol and drug treatment and recovery mental health recovery and substance abuse prevention services in Alameda San Mateo and Santa Clara counties in the San Francisco Bay Area of California. The executive director is Keith Lewis who has held the position since 1986. Their programs utilize the Alcoholics Anonymous and Narcotics Anonymous models along with other methods of treatment.
560129,1,Isofoton, ISOFOTON is a global company present in over 60 countries. ISOFOTON is involved in designing manufacturing and supplying Solar Energy products. Its activities are centered in three technology categories: Photovoltaic Thermal and High Concentration Photovoltaic.
